细分二级品类,日期,产品,成交量,最高价,最低价
PPHM拉丝料,2024/12/13,T30S|中景石化,99,7680,7435
PPHM拉丝料,2024/12/16,1102K|天津渤化,32,7410,7410
PPHM拉丝料,2024/12/16,HP-550J|浙江石化,27,7720,7720
PPHM拉丝料,2024/12/16,HP550J|金能化学,28,7720,7720
PPHM拉丝料,2024/12/16,L5E89|中煤榆林,63,7750,7540
PPHM拉丝料,2024/12/16,L5E89|四川石化,33,7500,7500
PPHM拉丝料,2024/12/16,L5E89|广东石化,30,7710,7710
PPHM拉丝料,2024/12/16,PPH-T03|中科炼化,27,7830,7830
PPHM拉丝料,2024/12/16,PPH-T03|巨正源,9,7660,7660
PPHM拉丝料,2024/12/16,S1003|延长榆能化,38,7750,7690
PPHM拉丝料,2024/12/16,S1003|浙江石化,33,7600,7600
PPHM拉丝料,2024/12/17,L5E89|中煤榆林,99,7770,7570
PPHM拉丝料,2024/12/17,L5E89|中煤鄂能化,15,7750,7750
PPHM拉丝料,2024/12/17,PPH-T03|巨正源,60,7680,7660
PPHM拉丝料,2024/12/17,S1003|茂名石化,5,7800,7800
PPHM拉丝料,2024/12/18,HP550J|金能化学,112,7730,7730
PPHM拉丝料,2024/12/18,L5E89|中煤鄂能化,68,7760,7755
PPHM拉丝料,2024/12/18,S1003|延长榆能化,40.922,7720,7680
PPHM拉丝料,2024/12/18,S1003|茂名石化,27,7750,7750
PPHM拉丝料,2024/12/19,HP550J|金能化学,112,7730,7730
PPHM拉丝料,2024/12/19,L5E89|中煤榆林,99,7550,7540
PPHM拉丝料,2024/12/19,PPH-T03|中科炼化,54,7800,7800
PPHM拉丝料,2024/12/19,PPH-T03|巨正源,60,7660,7640
PPHM拉丝料,2024/12/19,T03|北海炼化,31,7880,7830
PPHM拉丝料,2024/12/19,T30S|中景石化,30,7850,7850
PPHM拉丝料,2024/12/20,HP550J|金能化学,144,7730,7435
PPHM拉丝料,2024/12/20,L5E89|中煤榆林,198,7773,7530
PPHM拉丝料,2024/12/20,PPH-T03|巨正源,60,7620,7620
PPHM拉丝料,2024/12/20,S1003|延长榆能化,65,7770,7550
PPHM拉丝料,2024/12/20,S1003|海南炼化,26,7790,7790
PPHM拉丝料,2024/12/20,T03|东华能源,33,7500,7500
PPHM拉丝料,2024/12/23,HP-550J|浙江石化,27,7710,7710
PPHM拉丝料,2024/12/23,HP550J|金能化学,64,7450,7450
PPHM拉丝料,2024/12/23,L5E89|中化泉州,30,7620,7620
PPHM拉丝料,2024/12/23,L5E89|中煤榆林,10,7780,7780
PPHM拉丝料,2024/12/23,L5E89|中煤鄂能化,30,7780,7780
PPHM拉丝料,2024/12/23,L5E89|广东石化,30,7670,7670
PPHM拉丝料,2024/12/23,PPH-T03|中科炼化,4,8000,8000
PPHM拉丝料,2024/12/23,PPH-T03|巨正源,30,7630,7630
PPHM拉丝料,2024/12/23,S1003GD|茂名石化,135,7600,7555
PPHM拉丝料,2024/12/23,T03|东华能源,33,7500,7500
PPHM拉丝料,2024/12/23,T03|英力士,108,7600,7445
PPHM拉丝料,2024/12/24,HP550J|金能化学,32,7450,7450
PPHM拉丝料,2024/12/24,PPH-T03|巨正源,14,7630,7630
PPHM拉丝料,2024/12/24,PPH-T03|茂名石化,15.5,8650,8650
PPHM拉丝料,2024/12/24,S1003FP|茂名石化,14.975,7305,7305
PPHM拉丝料,2024/12/24,T05|古雷石化,60,7665,7645
PPHM拉丝料,2024/12/24,T30S|中景石化,37.975,7850,7820
PPHM拉丝料,2024/12/24,T30S|延安炼化,33,7840,7840
PPHM拉丝料,2024/12/25,1102K|宁煤,33,7500,7500
PPHM拉丝料,2024/12/25,HP550J|金能化学,32,7450,7450
PPHM拉丝料,2024/12/25,L5E89|中煤榆林,5,7790,7790
PPHM拉丝料,2024/12/25,L5E89|中煤鄂能化,7,7800,7800
PPHM拉丝料,2024/12/25,L5E89|广东石化,30,7710,7710
PPHM拉丝料,2024/12/25,PPH-T03|古雷石化,30,7710,7710
PPHM拉丝料,2024/12/25,PPH-T03|巨正源,60,7620,7620
PPHM拉丝料,2024/12/25,PPH-T03|茂名石化,10,8650,8650
PPHM拉丝料,2024/12/25,T03|东华能源,66,7500,7500
PPHM拉丝料,2024/12/25,T30S|中景石化,33,7650,7650
PPHM拉丝料,2024/12/26,L5E89|中煤榆林,33,7560,7560
PPHM拉丝料,2024/12/26,L5E89|中煤鄂能化,14.25,7780,7780
PPHM拉丝料,2024/12/26,PPH-T03|巨正源,16,7620,7620
PPHM拉丝料,2024/12/26,T03|东华能源,132,7486,7445
PPHM拉丝料,2024/12/26,T30S|大庆炼化,33,7440,7440
PPHM拉丝料,2024/12/27,L5E89|中煤榆林,48,7790,7770
PPHM拉丝料,2024/12/27,PPH-T03|巨正源,30,7640,7640
PPHM拉丝料,2024/12/27,PPH-T03|茂名石化,54,8430,8410
PPHM拉丝料,2024/12/30,HP-550J|浙江石化,27,7785,7785
PPHM拉丝料,2024/12/30,L5E89|中煤榆林,48,7750,7570
PPHM拉丝料,2024/12/30,L5E89|中煤鄂能化,25,7750,7750
PPHM拉丝料,2024/12/30,PPH-T03|巨正源,30,7620,7620
PPHM拉丝料,2024/12/30,T03|英力士,189,7625,7600
PPHM拉丝料,2024/12/31,HP-550J|浙江石化,27,7550,7550
PPHM拉丝料,2024/12/31,PPH-T03|巨正源,9,7620,7620
PPHM拉丝料,2024/12/31,S1003|延长榆能化,60,7600,7600
PPHM拉丝料,2024/12/31,T03|英力士,27,7630,7630
PPHM拉丝料,2025/1/2,HP550J|金能化学,27.95,7580,7580
PPHM拉丝料,2025/1/2,L5E89|广东石化,21,7700,7700
PPHM拉丝料,2025/1/2,PPH-T03|巨正源,39,7630,7620
PPHM拉丝料,2025/1/2,PPH-T03|茂名石化,10,8420,8420
PPHM拉丝料,2025/1/2,S1003GD|茂名石化,54,7575,7575
PPHM拉丝料,2025/1/2,S1003|延长榆能化,13,7600,7600
PPHM拉丝料,2025/1/2,T03|东华能源,264,8000,7480
PPHM拉丝料,2025/1/2,T03|英力士,54,7435,7435
PPHM拉丝料,2025/1/2,T30S|中景石化,38,7820,7645
PPHM拉丝料,2025/1/3,L5E89|中煤鄂能化,15,7750,7750
PPHM拉丝料,2025/1/3,PPH-T03|巨正源,60,7610,7610
PPHM拉丝料,2025/1/3,S1003|茂名石化,108,7610,7580
PPHM拉丝料,2025/1/3,T03|东华能源,165,8000,7469
PPHM拉丝料,2025/1/3,T03|英力士,54,7650,7640
PPHM拉丝料,2025/1/3,T30S|中景石化,33,7720,7720
PPHM拉丝料,2025/1/6,HP-550J|浙江石化,27,7650,7650
PPHM拉丝料,2025/1/6,HP550J|金能化学,32.5,7530,7530
PPHM拉丝料,2025/1/6,L5E89|四川石化,34,7500,7500
PPHM拉丝料,2025/1/6,L5E89|广东石化,27,7680,7680
PPHM拉丝料,2025/1/6,PPH-T03|中科炼化,27,7800,7800
PPHM拉丝料,2025/1/6,PPH-T03|巨正源,90,7610,7600
PPHM拉丝料,2025/1/6,PPH-T05|中科炼化,27,7515,7515
PPHM拉丝料,2025/1/6,S1003|神华新疆,33,7550,7550
PPHM拉丝料,2025/1/6,T03|东华能源,66,7950,7500
PPHM拉丝料,2025/1/6,T30S|中景石化,38,7700,7670
PPHM拉丝料,2025/1/7,HP550J|内蒙宝丰,34,7380,7380
PPHM拉丝料,2025/1/7,HP550J|金能化学,32.5,7480,7480
PPHM拉丝料,2025/1/7,L5E89|中煤榆林,10,7530,7530
PPHM拉丝料,2025/1/7,L5E89|四川石化,31,7500,7500
PPHM拉丝料,2025/1/7,PPH-T03|巨正源,30,7610,7610
PPHM拉丝料,2025/1/7,S1003|延长榆能化,9,7520,7520
PPHM拉丝料,2025/1/7,S1003|茂名石化,27,7600,7600
PPHM拉丝料,2025/1/8,HP550J|金能化学,56,7560,7560
PPHM拉丝料,2025/1/8,L5E89|广东石化,60,7550,7550
PPHM拉丝料,2025/1/8,PPH-T03|巨正源,30,7590,7590
PPHM拉丝料,2025/1/8,S1003|延长榆能化,33,7430,7430
PPHM拉丝料,2025/1/8,T03|东华能源,99,7440,7440
PPHM拉丝料,2025/1/9,HP-550J|浙江石化,2,7900,7900
PPHM拉丝料,2025/1/9,L5E89|广东石化,15,7680,7680
PPHM拉丝料,2025/1/9,PPH-T03|巨正源,23,7600,7600
PPHM拉丝料,2025/1/9,PPH-T03|茂名石化,37,8230,8180
PPHM拉丝料,2025/1/9,T30S|中景石化,33,7630,7630
PPHM拉丝料,2025/1/10,HP-550J|浙江石化,27,7450,7450
PPHM拉丝料,2025/1/10,HP550J|金能化学,28,7530,7530
PPHM拉丝料,2025/1/10,PPH-T03GD|茂名石化,27,7535,7535
PPHM拉丝料,2025/1/10,PPH-T03|巨正源,109,7580,7560
PPHM拉丝料,2025/1/10,PPH-T03|茂名石化,15,8350,8350
PPHM拉丝料,2025/1/13,1102K|天津渤化,28,7550,7550
PPHM拉丝料,2025/1/13,2832E1|福建联合,25.5,7780,7780
PPHM拉丝料,2025/1/13,HP550J|金能化学,52.7,7590,7590
PPHM拉丝料,2025/1/13,L5E89|广东石化,30,7620,7620
PPHM拉丝料,2025/1/13,PPH-T03|巨正源,29,7580,7580
PPHM拉丝料,2025/1/13,S1003|延长榆能化,33,7450,7450
PPHM拉丝料,2025/1/13,T03|东华能源,66,7460,7450
PPHM拉丝料,2025/1/13,T30S|中景石化,33,7630,7630
PPHM拉丝料,2025/1/14,HP550J|金能化学,28,7580,7580
PPHM拉丝料,2025/1/14,L5E89|广东石化,30,7680,7680
PPHM拉丝料,2025/1/14,S1003|神华新疆,43,7460,7460
PPHM拉丝料,2025/1/14,T30S|中景石化,33,7595,7595
PPHM拉丝料,2025/1/15,PPH-T03|茂名石化,10,8380,8380
PPHM拉丝料,2025/1/15,S1003|神华新疆,32,7410,7410
PPHM拉丝料,2025/1/15,T03|东华能源,66,7440,7440
PPHM拉丝料,2025/1/15,T30S|中景石化,10,7680,7680
PPHM拉丝料,2025/1/16,L5E89|中煤榆林,10,7600,7600
PPHM拉丝料,2025/1/16,L5E89|广东石化,30,7650,7650
PPHM拉丝料,2025/1/16,T30S|大庆石化,33,7580,7580
PPHM拉丝料,2025/1/17,S1003GD|茂名石化,54,7405,7405
PPHM拉丝料,2025/1/20,L5E89|广东石化,60,7620,7620
PPHM拉丝料,2025/1/20,PPH-T03|巨正源,180,7450,7420
PPHM拉丝料,2025/1/20,T03|东华能源,66,7400,7400
PPHM拉丝料,2025/1/21,HP550J|金能化学,56,7520,7520
PPHM拉丝料,2025/1/21,L5E89|中煤榆林,16,7560,7560
PPHM拉丝料,2025/1/21,PPH-T03|巨正源,30,7420,7420
PPHM拉丝料,2025/1/21,S1003|延长榆能化,65,7390,7380
PPHM拉丝料,2025/1/21,S1003|神华新疆,30,7390,7390
PPHM拉丝料,2025/1/22,H456JY|马油,33,7650,7650
PPHM拉丝料,2025/1/22,HP550J|金能化学,32.5,7450,7450
PPHM拉丝料,2025/1/22,S1003|延长榆能化,33,7650,7650
PPHM拉丝料,2025/2/5,T03|东华能源,296.9,7410,7370
PPHM拉丝料,2025/2/6,PPH-T03|巨正源,30,7400,7400
PPHM拉丝料,2025/2/6,T03|东华能源,132,7420,7360
PPHM拉丝料,2025/2/7,LHP456J|辽阳石化,33,7470,7470
PPHM拉丝料,2025/2/7,PPH-T03|巨正源,50,7420,7420
PPHM拉丝料,2025/2/7,S1003|茂名石化,27,7540,7540
PPHM拉丝料,2025/2/7,T03|东华能源,66,7400,7400
PPHM拉丝料,2025/2/8,PPH-T03|中天合创,33,7330,7330
PPHM拉丝料,2025/2/8,S1003GD|茂名石化,54,7365,7365
PPHM拉丝料,2025/2/8,T30S|中景石化,38,7650,7545
PPHM拉丝料,2025/2/10,1102K|宁煤,29,7580,7580
PPHM拉丝料,2025/2/10,PPH-T03|巨正源,42,7450,7450
PPHM拉丝料,2025/2/10,S1003GD|茂名石化,108,7405,7365
PPHM拉丝料,2025/2/10,S1003|茂名石化,27,7600,7600
PPHM拉丝料,2025/2/10,T03|东华能源,33,7344,7344
PPHM拉丝料,2025/2/11,PPH-T03|巨正源,90,7470,7450
PPHM拉丝料,2025/2/11,PPH-T03|茂名石化,10,8360,8360
PPHM拉丝料,2025/2/11,S1003GD|茂名石化,55.5,7365,7365
PPHM拉丝料,2025/2/11,T03|东华能源,99,7420,7360
PPHM拉丝料,2025/2/11,T30S|裕龙石化,135,7420,7400
PPHM拉丝料,2025/2/12,L5E89|中煤榆林,15,7520,7520
PPHM拉丝料,2025/2/12,L5E89|广东石化,30,7530,7530
PPHM拉丝料,2025/2/12,PPH-T03|巨正源,30,7480,7480
PPHM拉丝料,2025/2/12,T03|东华能源,264,7580,7360
PPHM拉丝料,2025/2/12,T03|英力士,27,7550,7550
PPHM拉丝料,2025/2/12,T30S|中景石化,66,7580,7560
PPHM拉丝料,2025/2/13,HP550J|金能化学,28,7430,7430
PPHM拉丝料,2025/2/13,L5E89|中煤鄂能化,15,7510,7510
PPHM拉丝料,2025/2/13,L5E89|广东石化,30,7530,7530
PPHM拉丝料,2025/2/13,PPH-T03GD|茂名石化,27,7415,7415
PPHM拉丝料,2025/2/13,T03|东华能源,198,7580,7346
PPHM拉丝料,2025/2/14,PPH-T03|巨正源,29,7470,7470
PPHM拉丝料,2025/2/14,T03|东华能源,66,7355,7350
PPHM拉丝料,2025/2/14,T30S|裕龙石化,27,7415,7415
PPHM拉丝料,2025/2/17,1102K|宁煤,27,7610,7610
PPHM拉丝料,2025/2/17,2832E1|福建联合,25.5,7630,7630
PPHM拉丝料,2025/2/17,L5E89|中煤榆林,30,7570,7570
PPHM拉丝料,2025/2/17,PPH-T03|巨正源,10,7470,7470
PPHM拉丝料,2025/2/17,PPH-T03|茂名石化,11,8370,8370
PPHM拉丝料,2025/2/17,S1003|延长榆能化,15,7480,7480
PPHM拉丝料,2025/2/17,T03|东华能源,165,7428,7350
PPHM拉丝料,2025/2/17,T05|古雷石化,89.5,7455,7425
PPHM拉丝料,2025/2/17,T30S|中景石化,61,7595,7580
PPHM拉丝料,2025/2/18,HP550J|宁夏宝丰,33,7453,7453
PPHM拉丝料,2025/2/18,L5E89|中煤榆林,15,7520,7490
PPHM拉丝料,2025/2/18,PPH-T03GD|茂名石化,54,7365,7365
PPHM拉丝料,2025/2/18,PPH-T03|巨正源,30,7470,7470
PPHM拉丝料,2025/2/18,T03|东华能源,264,7368,7350
PPHM拉丝料,2025/2/19,L5E89|中煤榆林,76.25,7570,7520
PPHM拉丝料,2025/2/19,L5E89|广西石化,104.9,7550,7530
PPHM拉丝料,2025/2/19,PPH-T03|茂名石化,27,8190,8190
PPHM拉丝料,2025/2/19,T03|东华能源,33,7350,7350
PPHM拉丝料,2025/2/20,HP550J|宁夏宝丰,10,7400,7400
PPHM拉丝料,2025/2/20,L5E89|中煤鄂能化,6.5,7520,7520
PPHM拉丝料,2025/2/20,PPH-T03|巨正源,30,7470,7470
PPHM拉丝料,2025/2/20,S1003|裕龙石化,27,7470,7470
PPHM拉丝料,2025/2/20,T03|东华能源,33,7360,7360
PPHM拉丝料,2025/2/20,T03|北海炼化,15,7800,7800
PPHM拉丝料,2025/2/21,HP-550J|浙江石化,27,7460,7460
PPHM拉丝料,2025/2/21,L5E89|广东石化,30,7540,7540
PPHM拉丝料,2025/2/21,PPH-T03|中天合创,33,7320,7320
PPHM拉丝料,2025/2/21,PPH-T03|巨正源,14,7480,7480
PPHM拉丝料,2025/2/21,PPH-T03|茂名石化,10,8220,8220
PPHM拉丝料,2025/2/21,T30S|中景石化,33,7570,7570
PPHM拉丝料,2025/2/24,L5E89|中煤榆林,12,7500,7500
PPHM拉丝料,2025/2/24,L5E89|中煤鄂能化,4,7500,7500
PPHM拉丝料,2025/2/24,PPH-T03|巨正源,60,7470,7460
PPHM拉丝料,2025/2/24,S1003-GD|海南炼化,156,7345,7325
PPHM拉丝料,2025/2/24,S1003|裕龙石化,27,7470,7470
PPHM拉丝料,2025/2/24,T03|东华能源,97,7350,7340
PPHM拉丝料,2025/2/24,T30S|裕龙石化,27,7470,7470
PPHM拉丝料,2025/2/25,PPH-T03|茂名石化,27,8160,8160
PPHM拉丝料,2025/2/25,S1003|裕龙石化,27,7450,7450
PPHM拉丝料,2025/2/25,T03|东华能源,33,7330,7330
PPHM拉丝料,2025/2/25,T30S|中景石化,66,7530,7515
PPHM拉丝料,2025/2/25,T30S|裕龙石化,27,7486,7486
PPHM拉丝料,2025/2/26,HP550J|金能化学,87.75,7460,7320
PPHM拉丝料,2025/2/26,PPH-T03|巨正源,9,7460,7460
PPHM拉丝料,2025/2/26,T03|东华能源,66,7330,7325
PPHM拉丝料,2025/2/26,T30S|中景石化,66,7410,7410
PPHM拉丝料,2025/2/27,2832E1|福建联合,51,7500,7500
PPHM拉丝料,2025/2/27,HP550J|金能化学,110.5,7460,7460
PPHM拉丝料,2025/2/27,L5E89|中煤鄂能化,30,7480,7480
