细分二级品类,日期,产品,成交量,最高价,最低价
LLDPE膜料,2025/4/3,7042|中煤榆林,30,8020,8020
LLDPE膜料,2025/4/3,7042|广州石化,30,8120,8120
LLDPE膜料,2025/4/3,7042|延长榆能化,66,8190,7970
LLDPE膜料,2025/4/3,7042|烟台万华,108,8140,8070
LLDPE膜料,2025/4/3,7042|茂名石化,297,0,
LLDPE膜料,2025/4/3,7042粉|茂名石化,26.992,8560,8560
LLDPE膜料,2025/4/3,7050|中原石化,33,7980,7980
LLDPE膜料,2025/4/3,DFDC-7050|中海壳牌,54,8260,8260
LLDPE膜料,2025/4/7,2018.XV(201XV)|福建联合,25.5,8020,8020
LLDPE膜料,2025/4/7,218WJ|沙特SABIC,24.75,8400,8400
LLDPE膜料,2025/4/7,219NJ|沙特SABIC,49.5,7900,7900
LLDPE膜料,2025/4/7,222WF|福建联合,25.5,8150,8150
LLDPE膜料,2025/4/7,35BN|鲁清石化,64,7650,7630
LLDPE膜料,2025/4/7,7042N|广东石化,210,7930,7604
LLDPE膜料,2025/4/7,7042N|抚顺石化,5,8000,8000
LLDPE膜料,2025/4/7,7042|中海壳牌,135,8030,7980
LLDPE膜料,2025/4/7,7042|内蒙宝丰,33.991,7980,7980
LLDPE膜料,2025/4/7,7042|广州石化,10.5,8050,8050
LLDPE膜料,2025/4/7,7042|延长榆能化,30,7870,7870
LLDPE膜料,2025/4/7,7042|海南炼化,5,7980,7980
LLDPE膜料,2025/4/7,7042|烟台万华,54,8020,8020
LLDPE膜料,2025/4/7,7042|神华包头,6,7900,7900
LLDPE膜料,2025/4/8,2001|广州石化,30,7910,7910
LLDPE膜料,2025/4/8,2018.XV(201XV)|福建联合,25.5,7830,7830
LLDPE膜料,2025/4/8,35BN|鲁清石化,192,7650,7520
LLDPE膜料,2025/4/8,7042N|广东石化,120,7860,7850
LLDPE膜料,2025/4/8,7042|内蒙宝丰,34,7750,7750
LLDPE膜料,2025/4/8,7042|宁夏宝丰,67,8180,7850
LLDPE膜料,2025/4/8,7042|广州石化,193.994,7930,7840
LLDPE膜料,2025/4/8,7042|浙江石化,27,8000,8000
LLDPE膜料,2025/4/8,7042|烟台万华,54,8090,8040
LLDPE膜料,2025/4/8,7042|神华包头,40,8180,8180
LLDPE膜料,2025/4/8,7420D|泰国PTT,18,8200,8200
LLDPE膜料,2025/4/8,DFDC-7050|中海壳牌,27,7930,7930
LLDPE膜料,2025/4/8,DFDC-7050|神华包头,28,7980,7980
LLDPE膜料,2025/4/8,FD18N|沙特QAMAR,25.5,7894,7894
LLDPE膜料,2025/4/9,2018.XV(201XV)|福建联合,25.5,7865,7865
LLDPE膜料,2025/4/9,35BN|鲁清石化,64,7390,7360
LLDPE膜料,2025/4/9,7042N|广东石化,60,7750,7750
LLDPE膜料,2025/4/9,7042N|抚顺石化,43,7820,7730
LLDPE膜料,2025/4/9,7042|中海壳牌,27,7800,7800
LLDPE膜料,2025/4/9,7042|广州石化,30,7850,7850
LLDPE膜料,2025/4/9,7042|浙江石化,27,7850,7850
LLDPE膜料,2025/4/9,7042|海南炼化,55.25,8030,7750
LLDPE膜料,2025/4/9,7042|烟台万华,27,8100,8100
LLDPE膜料,2025/4/9,7042|神华包头,40,7820,7700
LLDPE膜料,2025/4/9,7042|辽宁宝来,27,7750,7750
LLDPE膜料,2025/4/9,DFDC-7050|中海壳牌,81,8550,7900
LLDPE膜料,2025/4/9,DFDC-7050|神华包头,84,8170,7800
LLDPE膜料,2025/4/9,F181CH|海南炼化,117,7880,7880
LLDPE膜料,2025/4/9,FB2230|北欧化工,9.625,9650,9650
LLDPE膜料,2025/4/9,PF-0218-D|加拿大NOVA,25.5,8650,8650
LLDPE膜料,2025/4/10,2018.XV(201XV)|福建联合,25.5,7850,7850
LLDPE膜料,2025/4/10,35BN|鲁清石化,96,7470,7350
LLDPE膜料,2025/4/10,7042N|广东石化,30,7780,7780
LLDPE膜料,2025/4/10,7042|中海壳牌,81,7900,7840
LLDPE膜料,2025/4/10,7042|中煤榆林,99,7580,7580
LLDPE膜料,2025/4/10,7042|宁煤,66,7720,7700
LLDPE膜料,2025/4/10,7042|广州石化,30,7860,7860
LLDPE膜料,2025/4/10,7042|浙江石化,81,8120,7810
LLDPE膜料,2025/4/10,7042|烟台万华,60,7700,7550
LLDPE膜料,2025/4/10,7042|辽宁宝来,108,7850,7750
LLDPE膜料,2025/4/10,7050|辽宁宝来,135,8370,7800
LLDPE膜料,2025/4/10,DFDC-7050|中海壳牌,85.5,8540,7880
LLDPE膜料,2025/4/10,PF-0218-D|加拿大NOVA,25.5,8600,8600
LLDPE膜料,2025/4/11,2001|广州石化,60,7880,7880
LLDPE膜料,2025/4/11,2022.KI(201KI)|福建联合,25.5,7865,7865
LLDPE膜料,2025/4/11,7042|中煤榆林,966,7750,7600
LLDPE膜料,2025/4/11,7042|内蒙宝丰,34,7650,7650
LLDPE膜料,2025/4/11,7042|广州石化,15,7870,7870
LLDPE膜料,2025/4/11,7042|海南炼化,10,7800,7800
LLDPE膜料,2025/4/11,7042|烟台万华,27,7900,7900
LLDPE膜料,2025/4/11,7050|辽宁宝来,54,7870,7830
LLDPE膜料,2025/4/11,7420D|泰国PTT,72,8480,8470
LLDPE膜料,2025/4/11,DFDC-7050|中海壳牌,108,8450,7930
LLDPE膜料,2025/4/11,LL7610A|泰国PTT,25,8800,8800
LLDPE膜料,2025/4/11,ML2202|上海石化,29.25,8750,8750
LLDPE膜料,2025/4/14,1002AY|埃克森,24.75,7850,7850
LLDPE膜料,2025/4/14,2045G|陶氏,24.748,8950,8950
LLDPE膜料,2025/4/14,35B|中英石化,54,7830,7830
LLDPE膜料,2025/4/14,7042N|广东石化,150,8380,7790
LLDPE膜料,2025/4/14,7042N协议料|广东石化,30,7692,7692
LLDPE膜料,2025/4/14,7042|中海壳牌,27,7880,7880
LLDPE膜料,2025/4/14,7042|中煤榆林,33,7700,7700
LLDPE膜料,2025/4/14,7042|宁煤,16,7700,7700
LLDPE膜料,2025/4/14,7042|广州石化,18,7850,7850
LLDPE膜料,2025/4/14,7042|抚顺石化,14,7750,7750
LLDPE膜料,2025/4/14,7042|浙江石化,27,7830,7830
LLDPE膜料,2025/4/14,7042|海南炼化,59.25,7800,7800
LLDPE膜料,2025/4/14,7042|茂名石化,9,8170,8170
LLDPE膜料,2025/4/14,7042|辽宁宝来,54,7820,7800
LLDPE膜料,2025/4/14,DFDC-7050|中海壳牌,54,7930,7900
LLDPE膜料,2025/4/14,DFDC-7050|神华包头,63,7850,7800
LLDPE膜料,2025/4/15,35B|中英石化,27,7800,7800
LLDPE膜料,2025/4/15,7042N|广东石化,63,7830,7800
LLDPE膜料,2025/4/15,7042N协议料|广东石化,30,7686,7686
LLDPE膜料,2025/4/15,7042|中海壳牌,54,7850,7850
LLDPE膜料,2025/4/15,7042|中煤榆林,33,7680,7680
LLDPE膜料,2025/4/15,7042|宁煤,44.8,7700,7700
LLDPE膜料,2025/4/15,7042|烟台万华,27,7900,7900
LLDPE膜料,2025/4/15,DFDC-7050|神华包头,10,7800,7800
LLDPE膜料,2025/4/16,35BN|鲁清石化,32,7440,7440
LLDPE膜料,2025/4/16,7042N|广东石化,60,7800,7780
LLDPE膜料,2025/4/16,7042|中海壳牌,81,7980,7850
LLDPE膜料,2025/4/16,7042|中煤榆林,132,7630,7620
LLDPE膜料,2025/4/16,7042|宁煤,32,7680,7680
LLDPE膜料,2025/4/16,7042|茂名石化,10.5,8150,8150
LLDPE膜料,2025/4/16,7042|蒲洁能化,34,7180,7180
LLDPE膜料,2025/4/16,7042|辽宁宝来,54,8070,7840
LLDPE膜料,2025/4/16,FB2230|北欧化工,24.75,9730,9730
LLDPE膜料,2025/4/16,ZH7042|镇海炼化,30,7530,7530
LLDPE膜料,2025/4/17,219NJ|沙特SABIC,24.75,7750,7750
LLDPE膜料,2025/4/17,35BN|鲁清石化,96,7440,7440
LLDPE膜料,2025/4/17,7042N|广东石化,30,7760,7760
LLDPE膜料,2025/4/17,7042N协议料|广东石化,60,7658,7558
LLDPE膜料,2025/4/17,7042|中海壳牌,54,8070,7840
LLDPE膜料,2025/4/17,7042|中煤榆林,99,7620,7620
LLDPE膜料,2025/4/17,7042|宁夏宝丰,34,8490,8490
LLDPE膜料,2025/4/17,7042|宁煤,33,7620,7620
LLDPE膜料,2025/4/17,7042|广州石化,60,7850,7850
LLDPE膜料,2025/4/17,7042|海南炼化,66.875,7800,7780
LLDPE膜料,2025/4/17,DFDC-7050|中海壳牌,54,7900,7820
LLDPE膜料,2025/4/17,DFDC-7050|神华包头,38,7780,7750
LLDPE膜料,2025/4/17,LEF-34|鲁清石化,32,7553,7553
LLDPE膜料,2025/4/17,PF-0218-D|加拿大NOVA,76.5,8650,7780
LLDPE膜料,2025/4/18,1002XBU|埃克森,24.75,7930,7930
LLDPE膜料,2025/4/18,2045G|陶氏,3,9860,9860
LLDPE膜料,2025/4/18,218WJ|沙特SABIC,74.25,8180,8120
LLDPE膜料,2025/4/18,35BN|鲁清石化,160,7440,7420
LLDPE膜料,2025/4/18,7042N|抚顺石化,98.86,7800,7770
LLDPE膜料,2025/4/18,7042|中海壳牌,81,7900,7790
LLDPE膜料,2025/4/18,7042|中煤榆林,58,7590,7430
LLDPE膜料,2025/4/18,7042|宁煤,10,7600,7600
LLDPE膜料,2025/4/18,7042|广州石化,10.5,7870,7870
LLDPE膜料,2025/4/18,7042|浙江石化,27,7820,7820
LLDPE膜料,2025/4/18,7042|海南炼化,65.75,7800,7780
LLDPE膜料,2025/4/18,7042|烟台万华,114,7900,7590
LLDPE膜料,2025/4/18,7420D|泰国PTT,18,7850,7850
LLDPE膜料,2025/4/18,DFDC-7050|中海壳牌,27,7800,7800
LLDPE膜料,2025/4/18,DFDC-7050|神华包头,28,7720,7720
LLDPE膜料,2025/4/18,FD21HS|沙特QAMAR,25.225,8130,8130
LLDPE膜料,2025/4/18,LEF-34|鲁清石化,32,7553,7553
LLDPE膜料,2025/4/18,LL7610A|泰国PTT,150,8180,8180
LLDPE膜料,2025/4/21,218WJ|沙特SABIC,24.75,8100,8100
LLDPE膜料,2025/4/21,2235C|中海壳牌,37.5,8000,7650
LLDPE膜料,2025/4/21,35BN|鲁清石化,96,7440,7410
LLDPE膜料,2025/4/21,7042N|抚顺石化,33,7750,7750
LLDPE膜料,2025/4/21,7042|中煤榆林,198,7580,7550
LLDPE膜料,2025/4/21,7042|中煤鄂能化,33,7450,7450
LLDPE膜料,2025/4/21,7042|宁煤,36,7600,7600
LLDPE膜料,2025/4/21,7042|广州石化,50,7850,7850
LLDPE膜料,2025/4/21,7042|浙江石化,54,7780,7780
LLDPE膜料,2025/4/21,7042|海南炼化,27.625,7830,7830
LLDPE膜料,2025/4/21,7042|福建联合,30,7710,7710
LLDPE膜料,2025/4/21,DFDC-7050|神华包头,28,7740,7740
LLDPE膜料,2025/4/21,Q2018H|卡塔尔石化,25.5,8080,8080
LLDPE膜料,2025/4/22,1002AY|埃克森,24.75,7600,7600
LLDPE膜料,2025/4/22,218WJ|沙特SABIC,24.75,8050,8050
LLDPE膜料,2025/4/22,35BN|鲁清石化,64,7410,7400
LLDPE膜料,2025/4/22,7042N|广东石化,30,7720,7720
LLDPE膜料,2025/4/22,7042N|抚顺石化,45,7760,7700
LLDPE膜料,2025/4/22,7042|中海壳牌,54,7900,7900
LLDPE膜料,2025/4/22,7042|中煤榆林,264,8470,7560
LLDPE膜料,2025/4/22,7042|裕龙石化,27,7730,7730
LLDPE膜料,2025/4/22,7042|辽宁宝来,81,8000,7740
LLDPE膜料,2025/4/22,DFDC-7050|中海壳牌,108,8635,7725
LLDPE膜料,2025/4/22,DFDC-7050|神华包头,28,7680,7680
LLDPE膜料,2025/4/22,FD21HS|沙特QAMAR,25.5,8150,8150
LLDPE膜料,2025/4/22,PE-LF182P(7050)|海南炼化,27.625,7800,7800
LLDPE膜料,2025/4/22,PF-0218-D|加拿大NOVA,25,7680,7680
LLDPE膜料,2025/4/23,218WJ|沙特SABIC,74.25,8000,7990
LLDPE膜料,2025/4/23,35BN|鲁清石化,128,7420,7400
LLDPE膜料,2025/4/23,35B|中英石化,27,7670,7670
LLDPE膜料,2025/4/23,7042N|抚顺石化,33,7670,7670
LLDPE膜料,2025/4/23,7042|中海壳牌,135,7810,7699
LLDPE膜料,2025/4/23,7042|中煤榆林,67,7610,7580
LLDPE膜料,2025/4/23,7042|宁煤,5,7600,7600
LLDPE膜料,2025/4/23,7042|海南炼化,6.5,7750,7750
LLDPE膜料,2025/4/23,7042|裕龙石化,27,7750,7740
LLDPE膜料,2025/4/23,7042|辽宁宝来,81,8000,7690
LLDPE膜料,2025/4/23,7050|抚顺石化,10,7800,7800
LLDPE膜料,2025/4/23,DFDC-7050|神华包头,56,7670,7660
LLDPE膜料,2025/4/23,FD21HS|沙特QAMAR,25.5,8070,8070
LLDPE膜料,2025/4/24,2001|广州石化,49.5,7770,7770
LLDPE膜料,2025/4/24,222WF|福建联合,25.5,7730,7730
LLDPE膜料,2025/4/24,35BN|鲁清石化,64,7410,7400
LLDPE膜料,2025/4/24,35B|中英石化,27,7650,7650
LLDPE膜料,2025/4/24,7042N协议料|广东石化,33,7486,7486
LLDPE膜料,2025/4/24,7042|中海壳牌,37.5,7730,7680
LLDPE膜料,2025/4/24,7042|中煤榆林,34,7590,7590
LLDPE膜料,2025/4/24,7042|浙江石化,27,7830,7830
LLDPE膜料,2025/4/24,7042|海南炼化,30.875,8260,8260
LLDPE膜料,2025/4/24,7042|蒲洁能化,34,7360,7360
LLDPE膜料,2025/4/24,7042|辽宁宝来,54,8220,7730
LLDPE膜料,2025/4/24,7050|科威特,24.75,0,
LLDPE膜料,2025/4/24,7420A|泰国PTT,25,7150,7150
LLDPE膜料,2025/4/24,DFDC-7050|中海壳牌,27,7701.3,7701.3
LLDPE膜料,2025/4/24,F182M|中英石化,54,7650,7650
LLDPE膜料,2025/4/24,FD21HS|沙特QAMAR,0.75,8090,8090
LLDPE膜料,2025/4/25,2018.XV(201XV)|福建联合,51,7700,7700
LLDPE膜料,2025/4/25,2022.KI(201KI)|福建联合,10,7730,7730
LLDPE膜料,2025/4/25,22B02KJ|伊朗石化,25.5,7615,7615
LLDPE膜料,2025/4/25,35BN|鲁清石化,96,7420,7410
LLDPE膜料,2025/4/25,7042N|广东石化,60,7700,7700
LLDPE膜料,2025/4/25,7042N协议料|广东石化,33,7458,7458
LLDPE膜料,2025/4/25,7042|中安联合,32.5,7380,7380
LLDPE膜料,2025/4/25,7042|广州石化,30,7760,7760
LLDPE膜料,2025/4/25,7042|海南炼化,63.495,7700,7650
LLDPE膜料,2025/4/25,7042|烟台万华,60,7600,7550
LLDPE膜料,2025/4/25,7042|神华包头,85.5,7570,7550
LLDPE膜料,2025/4/25,7042|茂名石化,12,7980,7980
LLDPE膜料,2025/4/25,7042|裕龙石化,30,7410,7410
LLDPE膜料,2025/4/25,7042|辽宁宝来,81,7700,7400
LLDPE膜料,2025/4/25,7625A|泰国PTT,25,8220,8220
LLDPE膜料,2025/4/25,DFDC-7050|神华包头,28,7600,7600
LLDPE膜料,2025/4/25,FB2230|北欧化工,123.75,9650,9500
LLDPE膜料,2025/4/25,PF-0218-D|加拿大NOVA,50,8650,7600
LLDPE膜料,2025/4/27,2001|广州石化,30,7750,7750
LLDPE膜料,2025/4/27,35BN|鲁清石化,32,7400,7400
LLDPE膜料,2025/4/27,35B|中韩石化（武汉）,30,7610,7610
LLDPE膜料,2025/4/27,7042|中海壳牌,27,7700,7700
LLDPE膜料,2025/4/27,7042|中煤榆林,33,7410,7410
LLDPE膜料,2025/4/27,7042|宁煤,29,7350,7350
LLDPE膜料,2025/4/27,7042|神华包头,88,7570,7550
LLDPE膜料,2025/4/27,7050|抚顺石化,23.943,7600,7600
LLDPE膜料,2025/4/27,7050|裕龙石化,27,7620,7620
LLDPE膜料,2025/4/27,7420D|泰国PTT,18,7650,7650
LLDPE膜料,2025/4/27,DFDC-7050|神华包头,28,7590,7590
LLDPE膜料,2025/4/27,PF-0218-D|加拿大NOVA,25.5,7600,7600
LLDPE膜料,2025/4/28,2018.XV(201XV)|福建联合,25.5,7700,7700
LLDPE膜料,2025/4/28,2022.KI(201KI)|福建联合,25.5,7650,7650
LLDPE膜料,2025/4/28,2045G|陶氏,13.75,8850,8750
LLDPE膜料,2025/4/28,2235C|中海壳牌,57,7600,7600
LLDPE膜料,2025/4/28,35BN|鲁清石化,96,7390,7390
LLDPE膜料,2025/4/28,7042N|广东石化,30,7670,7670
LLDPE膜料,2025/4/28,7042|宁煤,33,7400,7400
LLDPE膜料,2025/4/28,7042|浙江石化,54,7700,7690
LLDPE膜料,2025/4/28,7042|海南炼化,63.5,8260,7650
LLDPE膜料,2025/4/28,7042|烟台万华,27,7730,7730
LLDPE膜料,2025/4/28,7042|神华包头,57,7950,7950
LLDPE膜料,2025/4/28,7042|蒲洁能化,34,7380,7380
LLDPE膜料,2025/4/28,7042|裕龙石化,54,7675,7675
LLDPE膜料,2025/4/28,7042|辽宁宝来,27,7670,7670
LLDPE膜料,2025/4/28,DFDC-7050|中海壳牌,27,7660,7660
LLDPE膜料,2025/4/28,DFDC-7050|神华包头,28.5,7600,7600
LLDPE膜料,2025/4/28,PF-0218-D|加拿大NOVA,25.5,7620,7620
LLDPE膜料,2025/4/29,2018.XBU|埃克森,10.5,7600,7600
LLDPE膜料,2025/4/29,2018.XV(201XV)|福建联合,51,7700,7700
LLDPE膜料,2025/4/29,35BN|鲁清石化,32,7320,7320
LLDPE膜料,2025/4/29,7042N|广东石化,180,8380,7620
LLDPE膜料,2025/4/29,7042N|抚顺石化,12,7680,7680
LLDPE膜料,2025/4/29,7042|中海壳牌,64,7750,7670
LLDPE膜料,2025/4/29,7042|浙江石化,135,7690,7670
LLDPE膜料,2025/4/29,7042|烟台万华,27,7720,7720
LLDPE膜料,2025/4/29,7042|茂名石化,15,7950,7950
LLDPE膜料,2025/4/29,7042|辽宁宝来,27,7650,7650
LLDPE膜料,2025/4/29,DFDC-7050|中海壳牌,27,7680,7680
LLDPE膜料,2025/4/30,2022.KI(201KI)|福建联合,51,7570,7550
LLDPE膜料,2025/4/30,35BN|鲁清石化,96,7340,7320
LLDPE膜料,2025/4/30,35B|中英石化,54,7580,7530
LLDPE膜料,2025/4/30,7042|中煤鄂能化,26,7380,7380
LLDPE膜料,2025/4/30,7042|广州石化,38,7630,7600
LLDPE膜料,2025/4/30,7042|浙江石化,27,7670,7670
LLDPE膜料,2025/4/30,7042|辽宁宝来,27,7670,7670
LLDPE膜料,2025/4/30,DFDC-7050|中海壳牌,27,7670,7670
LLDPE膜料,2025/5/6,2018.XV(201XV)|福建联合,51,7600,7600
LLDPE膜料,2025/5/6,2045G|陶氏,13.75,8700,8700
LLDPE膜料,2025/5/6,35BN|鲁清石化,160,7300,7260
LLDPE膜料,2025/5/6,7042N|广东石化,90,7600,7550
LLDPE膜料,2025/5/6,7042|中海壳牌,114,7600,7550
LLDPE膜料,2025/5/6,7042|宁煤,33,7350,7350
LLDPE膜料,2025/5/6,7042|广州石化,25,7650,7600
LLDPE膜料,2025/5/6,7042|浙江石化,54,7600,7600
LLDPE膜料,2025/5/6,7042|海南炼化,121.234,7600,7500
LLDPE膜料,2025/5/6,7042|神华包头,57,7570,7530
LLDPE膜料,2025/5/6,7042粉|茂名石化,30,8265,8265
LLDPE膜料,2025/5/6,DFDC-7050|中海壳牌,53.99,7550,7530
LLDPE膜料,2025/5/6,PF-0218-D|加拿大NOVA,50.5,7520,7495
LLDPE膜料,2025/5/7,2001|广州石化,40.5,7550,7540
LLDPE膜料,2025/5/7,222WF|福建联合,10.5,7700,7700
LLDPE膜料,2025/5/7,35BN|鲁清石化,32,7260,7260
LLDPE膜料,2025/5/7,7042N|广东石化,156,7630,7520
LLDPE膜料,2025/5/7,7042|中海壳牌,33,7650,7630
LLDPE膜料,2025/5/7,7042|宁夏宝丰,34,7420,7420
LLDPE膜料,2025/5/7,7042|宁煤,33,7260,7260
LLDPE膜料,2025/5/7,7042|广州石化,35,7660,7590
LLDPE膜料,2025/5/7,7042|海南炼化,30,7550,7550
LLDPE膜料,2025/5/7,7042|烟台万华,87,7690,7470
LLDPE膜料,2025/5/7,7042|神华包头,5,7530,7530
LLDPE膜料,2025/5/7,7042|辽宁宝来,81,7570,7550
LLDPE膜料,2025/5/7,DFDC-7050|中海壳牌,6,7650,7650
LLDPE膜料,2025/5/7,DFDC-7050|神华包头,43.5,7530,7520
LLDPE膜料,2025/5/7,F181CH|海南炼化,61.75,7700,7700
LLDPE膜料,2025/5/7,FD21HS|沙特QAMAR,25.5,7870,7870
LLDPE膜料,2025/5/8,22B02KJ|伊朗石化,25.5,7450,7450
LLDPE膜料,2025/5/8,35B|中英石化,27,7540,7540
LLDPE膜料,2025/5/8,7042N协议料|广东石化,30,7558,7558
LLDPE膜料,2025/5/8,7042|中海壳牌,226.5,8300,7530
LLDPE膜料,2025/5/8,7042|内蒙宝丰,34,7450,7450
LLDPE膜料,2025/5/8,7042|宁煤,36,7400,7400
LLDPE膜料,2025/5/8,7042|广州石化,30,7580,7580
LLDPE膜料,2025/5/8,7042|浙江石化,27,8220,8220
LLDPE膜料,2025/5/8,7042|海南炼化,32.625,7500,7500
LLDPE膜料,2025/5/8,7042|神华包头,48,7500,7450
LLDPE膜料,2025/5/8,7042|茂名石化,15,7900,7900
LLDPE膜料,2025/5/8,7042|辽宁宝来,27,7550,7550
LLDPE膜料,2025/5/8,FB2230|北欧化工,5.5,9450,9450
LLDPE膜料,2025/5/9,218WJ|沙特SABIC,24.75,7720,7720
LLDPE膜料,2025/5/9,35BN|鲁清石化,64,7260,7260
LLDPE膜料,2025/5/9,7042N|广东石化,60,7530,7530
LLDPE膜料,2025/5/9,7042N协议料|广东石化,60,7420,7410
LLDPE膜料,2025/5/9,7042|内蒙宝丰,34,8450,8450
LLDPE膜料,2025/5/9,7042|宁煤,33,7240,7240
LLDPE膜料,2025/5/9,7042|海南炼化,30.875,8260,8260
LLDPE膜料,2025/5/9,7042|裕龙石化,27,7500,7500
LLDPE膜料,2025/5/9,7042|辽宁宝来,108,7550,7500
LLDPE膜料,2025/5/9,DFDC-7050|神华包头,28.5,7480,7480
LLDPE膜料,2025/5/12,2022.KI(201KI)|福建联合,25.5,7520,7520
LLDPE膜料,2025/5/12,218WJ|沙特SABIC,24.75,7750,7750
LLDPE膜料,2025/5/12,35BN|鲁清石化,194,7240,7215
LLDPE膜料,2025/5/12,7042|中海壳牌,54,7570,7500
LLDPE膜料,2025/5/12,7042|内蒙宝丰,68,7400,7400
LLDPE膜料,2025/5/12,7042|宁煤,28,7250,7250
LLDPE膜料,2025/5/12,7042|广州石化,36,7580,7550
LLDPE膜料,2025/5/12,7042|浙江石化,27,7490,7490
LLDPE膜料,2025/5/12,7042|海南炼化,13,7500,7500
LLDPE膜料,2025/5/12,7042|烟台万华,27,7570,7570
LLDPE膜料,2025/5/12,7042|蒲洁能化,34,7050,7050
LLDPE膜料,2025/5/12,7042|辽宁宝来,27,7480,7480
LLDPE膜料,2025/5/12,7050|福建联合,30,7580,7580
LLDPE膜料,2025/5/12,7050|科威特,24.75,0,
LLDPE膜料,2025/5/12,7050|辽宁宝来,107.99,7530,7520
LLDPE膜料,2025/5/12,DFDC-7050|中海壳牌,52.5,7500,7450
LLDPE膜料,2025/5/12,FB2230|北欧化工,33,9480,9450
LLDPE膜料,2025/5/12,PF-0218-D|加拿大NOVA,25.5,7450,7450
LLDPE膜料,2025/5/13,2022.KI(201KI)|福建联合,25.5,7650,7650
LLDPE膜料,2025/5/13,2036P|陶氏,24.75,9450,9450
LLDPE膜料,2025/5/13,218WJ|沙特SABIC,24.75,7950,7950
LLDPE膜料,2025/5/13,2235C|中海壳牌,27,7500,7500
LLDPE膜料,2025/5/13,22B02|伊朗石化,76.5,7680,7670
LLDPE膜料,2025/5/13,35BN|鲁清石化,32,7230,7230
LLDPE膜料,2025/5/13,7042N|广东石化,210,7640,7490
LLDPE膜料,2025/5/13,7042|中安联合,32.5,7410,7410
LLDPE膜料,2025/5/13,7042|中海壳牌,54,7780,7780
LLDPE膜料,2025/5/13,7042|中煤榆林,33,7570,7570
LLDPE膜料,2025/5/13,7042|广州石化,35,7700,7650
LLDPE膜料,2025/5/13,7042|浙江石化,54,8030,7480
LLDPE膜料,2025/5/13,7042|海南炼化,188.5,7650,7500
LLDPE膜料,2025/5/13,7042|神华包头,30,7500,7500
LLDPE膜料,2025/5/13,7042|蒲洁能化,34,7200,7200
LLDPE膜料,2025/5/13,7042|裕龙石化,27,7470,7470
LLDPE膜料,2025/5/13,7042|辽宁宝来,27,8220,8220
LLDPE膜料,2025/5/13,7050|科威特,24.75,0,
LLDPE膜料,2025/5/13,7050|辽宁宝来,81,7600,7490
LLDPE膜料,2025/5/13,7420D|泰国PTT,54,7550,7550
LLDPE膜料,2025/5/13,DFDC-7050|中海壳牌,15,7650,7650
LLDPE膜料,2025/5/13,DFDC-7050|神华包头,57,7430,7400
LLDPE膜料,2025/5/13,LL1001AV(1018.AV)|埃克森,24.75,7435,7435
LLDPE膜料,2025/5/13,LL7610A|泰国PTT,25,7900,7900
LLDPE膜料,2025/5/13,PE-LF182P(7050)|海南炼化,61.75,7500,7500
LLDPE膜料,2025/5/13,PF-0218-D|加拿大NOVA,127.5,8460,7621
LLDPE膜料,2025/5/14,218WJ|沙特SABIC,24.75,8150,8150
LLDPE膜料,2025/5/14,22B02KJ|伊朗石化,25.5,7730,7730
LLDPE膜料,2025/5/14,22B02|伊朗石化,25.5,7820,7820
LLDPE膜料,2025/5/14,35BN|鲁清石化,64,7390,7390
LLDPE膜料,2025/5/14,7042N|广东石化,90,7830,7560
LLDPE膜料,2025/5/14,7042|中海壳牌,96,7720,7600
LLDPE膜料,2025/5/14,7042|内蒙宝丰,68,7380,7380
LLDPE膜料,2025/5/14,7042|宁煤,49,7650,7550
LLDPE膜料,2025/5/14,7042|海南炼化,5,7750,7750
LLDPE膜料,2025/5/14,7042|烟台万华,27,7850,7850
LLDPE膜料,2025/5/14,7042|蒲洁能化,34,7200,7200
LLDPE膜料,2025/5/14,7042|裕龙石化,27,7745,7745
LLDPE膜料,2025/5/14,7042|辽宁宝来,81,7500,7500
LLDPE膜料,2025/5/14,7050|辽宁宝来,81,7730,7730
LLDPE膜料,2025/5/14,DFDC-7050|神华包头,28.5,7400,7400
LLDPE膜料,2025/5/14,LL7610A|泰国PTT,25,8000,8000
LLDPE膜料,2025/5/14,PF-0218-D|加拿大NOVA,76,7840,7700
LLDPE膜料,2025/5/15,2001|广州石化,30,7820,7820
LLDPE膜料,2025/5/15,35BN|鲁清石化,32,7210,7210
LLDPE膜料,2025/5/15,7042N|广东石化,30,8500,8500
LLDPE膜料,2025/5/15,7042|中海壳牌,54,7880,7820
LLDPE膜料,2025/5/15,7042|中煤榆林,32,7580,7530
LLDPE膜料,2025/5/15,7042|内蒙宝丰,34,7380,7380
LLDPE膜料,2025/5/15,7042|宁夏宝丰,102,7950,7950
LLDPE膜料,2025/5/15,7042|宁煤,33,7700,7700
LLDPE膜料,2025/5/15,7042|延长榆能化,17,7675,7675
LLDPE膜料,2025/5/15,7042|烟台万华,27,7570,7570
LLDPE膜料,2025/5/15,7042|神华包头,33,7430,7430
LLDPE膜料,2025/5/15,7042|裕龙石化,54,7750,7720
LLDPE膜料,2025/5/15,DFDC-7050|中海壳牌,48,7850,7800
LLDPE膜料,2025/5/15,DFDC-7050|神华包头,28,7353,7353
LLDPE膜料,2025/5/15,PE-LF182P(7050)|海南炼化,29.25,7800,7800
LLDPE膜料,2025/5/15,PF-0218-D|加拿大NOVA,50.5,7810,7750
